identifica,xCentroid,yCentroid
"0344100000035745",131508.684,455877.893
"0344100000037592",132874.095,455214.190
"0344100000039355",131352.096,456661.308
"0344100000035751",132555.338,455599.360
"0344100000036644",132361.704,456681.917
"0344100000038062",132227.426,456033.311
"0344100000038063",132227.105,456039.318
"0344100000039370",132598.921,456104.839
"0344100000036658",132460.686,456079.831
"0344100000036659",132460.310,456086.445
"0344100000037609",131389.078,456579.279
"0344100000037171",131349.170,456416.207
"0344100000038549",132645.367,455258.304
"0344100000038550",132645.834,455251.566
"0344100000035288",131193.743,456526.319
"0344100000036221",131344.067,456368.811
"0344100000038553",131855.015,455720.934
"0344100000035293",131282.280,456160.935
"0344100000038082",131305.783,456048.057
"0344100000038554",131849.234,455720.559
"0344100000037186",132166.253,456266.407
"0344100000038947",131178.879,456495.553
"0344100000039394",132899.932,455856.151
"0344100000038566",132426.970,455384.331
"0344100000036256",132554.779,456125.522
"0344100000035307",131252.419,456183.285
"0344100000038970",131285.550,455814.994
"0344100000037203",132175.383,455961.210
"0344100000039409",132482.242,455300.603
"0344100000036687",131118.035,455791.160
"0344100000036688",131127.622,455791.015
"0344100000038107",133057.269,455412.031
"0344100000038110",131637.308,456219.095
"0344100000036267",131246.841,456722.697
"0344100000036690",132349.045,455510.483
"0344100000036691",132360.077,455510.270
"0344100000038978",132685.008,455629.853
"0344100000039433",132493.294,455775.707
"0344100000039850",132804.059,455780.810
"0344100000039851",132804.027,455775.840
"0344100000037684",131453.052,456431.027
"0344100000035834",132230.336,455587.349
"0344100000035837",131856.663,455949.438
"0344100000038144",131876.823,456076.289
"0344100000039000",132470.416,455830.815
"0344100000039001",132462.046,455824.164
"0344100000039444",131061.282,455826.361
"0344100000036725",132410.755,456329.600
"0344100000039003",132835.915,455812.857
"0344100000039004",132835.909,455807.892
"0344100000039005",132261.259,456311.945
"0344100000039008",132528.548,455856.589
"0344100000039856",131675.908,456081.439
"0344100000037258",131731.758,455914.122
"0344100000037259",131738.323,455915.234
"0344100000039865",132488.843,455635.057
"0344100000039464",132785.316,455891.130
"0344100000039466",132685.003,455625.053
"0344100000038636",132834.917,455599.628
"0344100000037715",132809.999,455627.751
"0344100000039467",132685.014,455620.102
"0344100000037723",132399.673,455628.486
"0344100000040352",132726.069,455303.311
"0344100000039898",132385.413,455658.728
"0344100000036768",131320.272,456400.889
"0344100000037311",132269.231,455388.360
"0344100000040855",131311.000,456630.783
"0344100000036787",131275.084,456447.704
"0344100000040385",132335.964,455696.717
"0344100000040386",132337.669,455691.781
"0344100000036802",132546.392,455530.402
"0344100000036803",132551.718,455530.003
"0344100000040880",131621.905,455878.025
"0344100000037776",132929.395,455824.350
"0344100000039530",132785.353,455862.032
"0344100000037786",132650.309,456129.546
"0344100000038713",132944.628,455485.565
"0344100000037792",131641.726,455819.790
"0344100000039548",131305.975,456666.118
"0344100000040413",132908.159,455457.374
"0344100000041348",131291.318,455982.588
"0344100000041349",131296.016,455984.183
"0344100000041350",131681.465,455819.333
"0344100000037806",131206.974,456291.360
"0344100000037811",131967.568,455983.900
"0344100000039565",131242.402,456181.232
"0344100000039568",131928.657,456168.392
"0344100000041364",132648.600,455669.825
"0344100000041365",132648.825,455664.914
"0344100000036844",131311.455,456753.747
"0344100000040919",132462.708,455759.574
"0344100000041368",132820.783,455246.303
"0344100000038255",132435.033,455740.067
"0344100000040928",132685.000,455693.863
"0344100000039119",131819.966,455916.152
"0344100000039575",132324.929,456003.091
"0344100000037833",132684.994,455736.053
"0344100000041858",132397.038,455459.393
"0344100000041859",132390.324,455459.153
"0344100000038263",132815.172,455247.309
"0344100000039592",131274.398,456837.434
"0344100000041867",131358.768,455881.010
"0344100000038274",131929.275,455688.394
"0344100000037844",132494.634,455810.216
"0344100000038750",132684.995,455843.413
"0344100000038753",132487.616,456304.084
"0344100000040000",132118.466,455866.207
"0344100000041877",132743.263,455826.040
"0344100000038281",132595.738,455560.504
"0344100000039141",131510.181,456374.214
"0344100000040443",131794.816,455949.533
"0344100000040010",131745.102,455821.548
"0344100000038285",132030.262,456168.808
"0344100000041890",132121.516,456013.417
"0344100000040964",132835.928,455682.415
"0344100000038768",131213.279,456336.736
"0344100000042356",132763.275,455296.630
"0344100000038297",131965.016,455828.555
"0344100000040457",132908.775,455690.904
"0344100000042365",132036.168,455932.221
"0344100000041916",132716.780,455647.029
"0344100000038304",131412.651,456360.165
"0344100000038308",131266.714,456546.586
"0344100000038785",132444.225,456351.860
"0344100000038788",131256.374,456361.009
"0344100000042381",131930.282,455729.200
"0344100000040986",132460.974,455633.132
"0344100000039178",132534.194,456194.468
"0344100000041935",132060.234,455803.488
"0344100000039191",131258.389,456493.822
"0344100000040999",131517.243,455912.392
"0344100000041446",132612.755,456169.004
"0344100000040502",132652.958,455883.878
"0344100000041013",132658.507,455918.104
"0344100000039664",132629.063,455802.961
"0344100000040088",132300.058,455410.383
"0344100000038836",132433.381,455811.775
"0344100000042410",131636.621,455845.953
"0344100000042849",132284.478,455503.629
"0344100000042852",132503.723,455298.363
"0344100000042419",132307.005,456355.386
"0344100000040095",132390.146,456203.677
"0344100000041473",132244.025,456342.640
"0344100000041474",132551.849,455364.678
"0344100000042428",131698.009,456196.145
"0344100000042429",131698.418,456204.951
"0344100000041475",132549.346,455358.454
"0344100000041987",131702.565,456055.650
"0344100000039688",132109.601,455455.290
"0344100000041049",131833.326,455679.842
"0344100000041994",132136.906,456013.409
"0344100000041485",132333.521,456383.588
"0344100000042882",131940.133,455769.330
"0344100000039698",132751.016,455258.868
"0344100000039708",132835.939,455744.053
"0344100000039710",131334.282,456330.345
"0344100000042453",132135.918,455884.819
"0344100000042020",131290.790,456721.700
"0344100000042899",131311.464,455944.822
"0344100000042902",131300.878,455984.129
"0344100000043368",132810.002,455897.752
"0344100000039713",132868.397,455811.262
"0344100000042464",132030.308,456037.657
"0344100000039265",131278.877,456017.573
"0344100000042908",132199.421,456251.566
"0344100000041514",132282.902,455986.881
"0344100000041503",132660.364,455757.650
"0344100000042476",132053.722,455795.455
"0344100000041091",132217.825,456313.092
"0344100000041094",132030.263,456089.227
"0344100000042487",131262.669,456653.188
"0344100000043394",132093.946,455840.068
"0344100000042498",132710.928,455684.341
"0344100000041185",131549.645,455869.418
"0344100000041107",132509.094,455297.806
"0344100000041109",131166.496,456311.264
"0344100000041539",131370.151,456428.110
"0344100000039739",132399.513,455404.490
"0344100000040165",132173.989,456190.763
"0344100000039744",131746.370,455876.111
"0344100000041549",131940.989,455511.889
"0344100000040623",131997.507,456108.706
"0344100000042074",131245.367,456517.511
"0344100000041558",131723.123,455985.684
"0344100000039762",132534.640,455559.704
"0344100000040618",132773.551,455679.514
"0344100000039325",132535.385,455683.972
"0344100000042538",131735.511,455876.039
"0344100000040200",131223.080,455976.242
"0344100000040201",131225.852,455970.327
"0344100000041150",132426.451,455379.258
"0344100000039340",131651.935,455847.217
"0344100000042100",132389.541,456234.810
"0344100000042101",132388.122,456241.230
"0344100000041580",131344.553,456088.412
"0344100000040625",131428.191,456490.707
"0344100000042541",132888.926,455868.056
"0344100000039804",132707.413,455941.018
"0344100000041172",131816.618,456305.487
"0344100000039808",132472.799,456262.873
"0344100000043474",131188.628,456471.180
"0344100000043862",132196.954,455998.200
"0344100000040674",131605.235,456713.629
"0344100000042561",132560.003,455633.131
"0344100000041183",131315.405,456427.353
"0344100000041184",131556.441,455869.408
"0344100000043863",131382.761,456433.438
"0344100000043864",131377.636,456431.258
"0344100000042991",131997.519,456068.050
"0344100000040678",132487.893,455738.371
"0344100000040245",131862.196,455821.532
"0344100000039823",132310.014,455628.685
"0344100000043869",131701.278,456041.219
"0344100000040679",132482.346,455738.369
"0344100000040681",132149.891,456997.363
"0344100000040259",132179.183,456190.625
"0344100000043505",132338.368,456405.090
"0344100000043506",132333.040,456405.998
"0344100000043013",132041.108,456037.659
"0344100000043017",131342.505,455950.102
"0344100000041207",132099.128,455898.380
"0344100000041221",131277.733,455878.439
"0344100000040282",131405.364,456213.846
"0344100000043535",131266.884,456294.380
"0344100000040287",131269.777,456078.056
"0344100000042204",131964.995,455698.673
"0344100000042626",131729.447,455875.838
"0344100000040293",132485.963,455520.310
"0344100000043916",132554.327,455838.608
"0344100000041238",131967.572,456103.316
"0344100000042214",131610.417,456215.934
"0344100000042635",132416.245,455457.428
"0344100000042636",132409.475,455458.123
"0344100000041246",131926.942,455670.328
"0344100000041681",132882.803,455811.256
"0344100000043562",131806.944,455878.022
"0344100000043567",131264.041,456324.687
"0344100000043073",132377.023,456023.074
"0344100000043074",132371.760,456020.804
"0344100000042664",131926.256,456000.115
"0344100000042247",132801.724,455529.956
"0344100000040331",132222.540,455963.713
"0344100000040336",131855.542,455751.163
"0344100000040337",131849.487,455751.160
"0344100000043083",131851.737,455822.331
"0344100000042672",132125.827,456162.348
"0344100000040342",131287.278,456161.984
"0344100000042272",132396.000,455354.010
"0344100000042273",132392.943,455348.353
"0344100000042696",131382.152,456592.412
"0344100000044856",132282.783,456089.295
"0344100000044857",132281.404,456095.672
"0344100000044858",132460.915,455754.774
"0344100000040800",131369.999,455837.738
"0344100000040805",131504.668,456370.593
"0344100000041307",131876.466,456768.669
"0344100000040806",131498.816,456367.665
"0344100000043622",131452.898,456475.406
"0344100000043126",132435.034,455735.267
"0344100000041745",131287.936,456726.898
"0344100000043136",131134.739,456288.165
"0344100000041754",132471.617,455302.294
"0344100000043143",132497.718,456164.283
"0344100000044889",131400.596,456517.084
"0344100000041325",132379.164,456362.095
"0344100000043145",132660.260,455812.646
"0344100000043146",132660.387,455802.746
"0344100000042327",132228.070,456280.902
"0344100000042328",132233.587,456280.755
"0344100000040837",132292.989,455990.793
"0344100000044905",131940.769,456170.973
"0344100000041780",132266.429,455373.242
"0344100000042342",132424.716,455807.641
"0344100000044906",132617.078,455898.342
"0344100000041782",131310.851,456377.826
"0344100000041346",132716.759,455772.443
"0344100000042760",132024.861,456168.808
"0344100000044041",132542.890,456561.006
"0344100000043163",131947.870,455511.166
"0344100000041795",131386.546,456437.626
"0344100000044924",131376.936,456601.932
"0344100000045351",131528.232,455825.920
"0344100000045855",131926.244,455973.001
"0344100000043676",131216.961,456148.652
"0344100000043183",132398.633,455795.206
"0344100000045364",132810.015,455679.541
"0344100000044510",131220.738,456106.435
"0344100000043688",131930.292,455859.299
"0344100000043192",131313.652,456748.502
"0344100000043693",132339.250,456464.282
"0344100000043197",132622.099,455699.245
"0344100000041821",132019.508,456037.656
"0344100000041822",132013.868,456037.555
"0344100000044073",132236.791,456185.795
"0344100000044074",132243.562,456182.264
"0344100000044076",131765.051,455787.163
"0344100000044077",131770.533,455787.222
"0344100000041845",131261.032,456290.096
"0344100000044959",132798.374,455559.250
"0344100000045890",132829.573,455530.007
"0344100000045891",132823.672,455529.764
"0344100000043712",132651.733,455631.788
"0344100000042816",132435.035,455701.517
"0344100000044090",132892.727,455277.018
"0344100000041832",132744.913,455924.454
"0344100000043218",131179.399,456097.830
"0344100000043219",131182.209,456092.159
"0344100000045401",131929.262,455677.952
"0344100000042823",132650.462,455699.303
"0344100000042832",132156.127,456158.315
"0344100000041842",132881.576,455279.006
"0344100000046388",132114.884,455862.392
"0344100000046394",131294.638,456164.190
"0344100000041846",131254.672,456286.554
"0344100000043729",132395.226,456133.709
"0344100000043730",132393.850,456140.083
"0344100000042839",131345.837,456173.365
"0344100000044983",132410.381,455713.873
"0344100000046397",131929.278,455724.316
"0344100000042843",131137.883,456252.475
"0344100000042844",131133.272,456250.669
"0344100000045927",131272.148,456611.614
"0344100000043741",131274.466,456042.358
"0344100000043747",131997.880,456007.331
"0344100000044567",132645.528,455803.030
"0344100000044563",132345.995,456040.731
"0344100000044564",132346.345,456034.119
"0344100000046409",132515.119,456556.635
"0344100000046410",132512.689,456551.708
"0344100000045009",131460.263,455847.479
"0344100000043760",132647.316,455451.638
"0344100000043761",132638.671,455447.495
"0344100000046422",132206.480,456281.484
"0344100000046424",132581.925,456184.896
"0344100000045454",132627.458,455529.524
"0344100000046884",132630.020,455631.787
"0344100000046431",132619.572,455453.672
"0344100000045972",131491.327,456409.083
"0344100000046445",132869.543,455610.126
"0344100000047380",132550.238,455560.520
"0344100000043280",132585.936,455689.063
"0344100000045062",132273.360,455580.665
"0344100000045481",132294.994,455372.198
"0344100000045051",131941.945,455879.449
"0344100000045052",132406.088,455425.492
"0344100000045053",132412.799,455425.752
"0344100000046459",132682.147,455529.999
"0344100000045057",132685.681,455485.083
"0344100000046915",131405.764,455917.602
"0344100000046916",131400.198,455917.397
"0344100000045497",132246.180,456579.642
"0344100000044191",132416.076,456784.509
"0344100000044192",132085.074,455883.433
"0344100000047401",132560.027,455745.174
"0344100000043310",131343.565,455944.149
"0344100000043824",132639.863,455802.966
"0344100000044205",132623.693,455734.568
"0344100000046485",132560.505,456189.757
"0344100000044212",131820.097,455614.921
"0344100000044214",131671.129,455914.309
"0344100000046487",131415.759,455875.523
"0344100000046488",131410.195,455875.685
"0344100000044642",131283.901,456432.160
"0344100000047424",132618.210,455442.256
"0344100000046024",131689.306,456130.654
"0344100000046025",131695.656,456131.486
"0344100000046943",132427.870,456135.286
"0344100000044225",132771.362,455630.577
"0344100000046032",132715.307,455303.994
"0344100000043845",132560.008,455705.337
"0344100000044659",132369.138,455658.736
"0344100000047444",132529.422,456585.698
"0344100000044663",131928.636,456116.806
"0344100000046045",131866.681,455845.936
"0344100000046047",132900.966,455670.444
"0344100000047455",131161.742,456140.354
"0344100000047860",131280.835,456615.724
"0344100000045539",131953.263,455663.234
"0344100000045540",131887.651,455819.561
"0344100000045541",131882.602,455819.935
"0344100000046518",132590.638,455560.505
"0344100000046062",131374.337,456606.665
"0344100000045117",131352.120,456245.197
"0344100000047465",132312.637,456406.181
"0344100000044251",131236.416,456217.646
"0344100000048364",131270.480,455980.230
"0344100000044261",132055.858,455868.546
"0344100000047875",131344.702,456220.641
"0344100000047876",131348.031,456214.286
"0344100000047469",132588.190,455448.885
"0344100000047473",132623.895,456156.947
"0344100000046989",132309.410,456091.434
"0344100000044699",132607.332,455836.590
"0344100000044700",131355.172,456549.657
"0344100000045576",132404.524,455528.828
"0344100000045577",132397.138,455527.791
"0344100000046990",132309.036,456098.036
"0344100000047489",132552.953,456580.126
"0344100000046087",132102.426,455455.933
"0344100000047491",131275.350,456078.656
"0344100000046098",132908.906,455774.480
"0344100000045569",132799.571,455599.303
"0344100000045570",132612.923,455766.799
"0344100000044713",131456.162,456284.199
"0344100000046543",132747.357,455684.368
"0344100000046109",131926.267,456144.089
"0344100000046110",131926.263,456138.484
"0344100000044719",132000.063,455983.512
"0344100000044290",131178.135,456205.993
"0344100000047907",131953.061,456138.665
"0344100000047908",131965.217,456141.280
"0344100000044722",132559.994,455802.924
"0344100000048411",131757.065,455879.036
"0344100000047524",131802.128,455614.757
"0344100000046127",131262.091,456554.998
"0344100000046136",131482.245,456360.737
"0344100000046583",131599.863,456309.454
"0344100000046584",131610.339,456313.796
"0344100000047940",132419.990,455350.628
"0344100000046155",132258.956,456019.451
"0344100000048447",131322.007,456735.784
"0344100000044332",132210.225,456346.267
"0344100000044339",131929.301,455823.543
"0344100000044340",132520.813,456106.586
"0344100000046169",132764.863,455862.232
"0344100000046604",131835.713,455532.975
"0344100000048851",132918.504,455774.478
"0344100000047065",132465.617,455598.100
"0344100000047066",132459.825,455598.410
"0344100000044783",132076.671,455462.956
"0344100000048474",131244.014,456648.075
"0344100000045220",132310.018,455643.086
"0344100000047962",132358.334,456371.162
"0344100000047098",131241.172,456152.173
"0344100000046631",131211.133,456175.230
"0344100000047593",132518.667,456199.261
"0344100000046206",132863.586,455845.259
"0344100000047603",132216.994,456233.728
"0344100000046207",131225.048,456215.902
"0344100000046208",131219.328,456214.984
"0344100000048872",131629.418,455915.123
"0344100000048498",132210.560,455562.032
"0344100000045676",132835.926,455734.515
"0344100000045244",132560.015,455764.374
"0344100000045247",131311.772,456694.748
"0344100000048884",131239.077,456647.621
"0344100000047985",132046.003,455555.105
"0344100000047101",132233.229,456342.920
"0344100000048886",132222.670,456281.046
"0344100000048889",132644.170,455481.306
"0344100000048890",132653.646,455482.460
"0344100000048897",132504.093,455702.387
"0344100000047112",132735.898,455528.925
"0344100000046237",131172.373,456206.334
"0344100000045693",131819.772,456157.910
"0344100000046238",131166.592,456205.783
"0344100000044817",131848.997,456050.060
"0344100000048005",132599.120,456181.791
"0344100000048007",131373.816,456494.686
"0344100000044833",131953.049,456087.069
"0344100000048914",132588.800,455529.009
"0344100000048917",132348.676,455412.096
"0344100000046700",131318.017,456365.189
"0344100000044834",131965.212,456089.706
"0344100000047128",132172.188,455923.448
"0344100000045707",131851.433,455844.762
"0344100000045708",131856.478,455845.137
"0344100000048013",131879.753,455751.172
"0344100000045273",131295.716,456660.230
"0344100000046701",131323.026,456357.204
"0344100000048022",132307.890,456381.651
"0344100000048548",132532.193,455635.058
"0344100000048549",132537.694,455635.092
"0344100000045720",132684.992,455824.063
"0344100000047654",132680.338,455600.513
"0344100000047146",131323.612,456129.806
"0344100000046709",132809.968,455748.351
"0344100000048937",131967.569,455978.453
"0344100000048565",132720.795,455304.263
"0344100000049366",132297.740,455404.061
"0344100000049370",132135.088,455899.615
"0344100000048049",132835.919,455832.062
"0344100000047689",132938.638,455407.877
"0344100000048053",132388.640,455760.427
"0344100000045319",131283.729,455877.261
"0344100000046306",132638.188,455528.975
"0344100000045762",131378.564,456310.284
"0344100000048065",132764.893,455792.882
"0344100000048066",132770.480,455792.467
"0344100000048591",131768.646,455877.821
"0344100000047194",132907.457,455685.542
"0344100000047708",132565.860,456188.542
"0344100000048073",131334.878,456131.537
"0344100000046330",132756.236,455601.728
"0344100000045779",131205.286,456333.147
"0344100000047713",132000.056,455942.563
"0344100000048083",132439.228,456046.983
"0344100000045346",131201.117,456173.304
"0344100000045783",131257.178,455827.080
"0344100000046770",131929.283,455755.118
"0344100000047223",132810.015,455689.166
"0344100000045802",132000.074,455874.258
"0344100000045793",131926.256,456097.897
"0344100000048105",132310.025,455667.123
"0344100000045800",132275.914,456312.136
"0344100000045801",132269.111,456312.544
"0344100000047747",132864.108,455278.048
"0344100000047748",132858.205,455279.224
"0344100000047240",132638.753,456140.893
"0344100000049859",132238.282,455546.461
"0344100000047761",131861.595,455751.165
"0344100000047255",131394.629,456212.270
"0344100000046802",132109.512,455909.497
"0344100000048127",132634.493,455734.099
"0344100000047251",132524.131,456576.275
"0344100000048653",132196.767,456115.118
"0344100000049874",132813.064,455528.886
"0344100000045830",132573.824,456095.197
"0344100000047258",132874.571,455619.709
"0344100000047259",132051.909,456037.662
"0344100000047260",131233.214,456535.496
"0344100000048137",131296.707,456016.852
"0344100000048138",131291.801,456016.464
"0344100000046809",132765.814,455560.533
"0344100000049884",132036.100,455889.659
"0344100000049038",132586.760,455834.282
"0344100000047798",132210.555,455552.138
"0344100000049473",132914.933,455699.873
"0344100000049905",131321.072,455945.241
"0344100000047806",132585.935,455674.663
"0344100000049062",132750.814,455601.692
"0344100000050396",131235.323,456754.716
"0344100000050858",132555.338,455560.522
"0344100000049079",131235.273,456252.192
"0344100000048707",131243.263,456522.633
"0344100000050414",131204.730,456145.890
"0344100000049088",131427.033,456284.449
"0344100000051353",133041.362,455451.962
"0344100000047320",132460.919,455745.174
"0344100000047341",132849.148,455911.025
"0344100000049098",132459.406,456054.750
"0344100000051364",131967.578,456057.131
"0344100000049942",131702.603,456080.483
"0344100000051368",132302.191,455583.373
"0344100000048213",131270.313,456370.095
"0344100000050448",131610.372,456196.000
"0344100000050449",131609.550,456204.669
"0344100000049535",131881.848,455788.377
"0344100000049536",131887.312,455787.228
"0344100000050915",131929.288,455734.463
"0344100000048224",131306.243,456018.692
"0344100000050920",131130.665,455867.502
"0344100000050932",132904.140,455739.425
"0344100000050933",131316.635,455914.470
"0344100000049556",132649.301,455913.712
"0344100000051857",131246.657,456809.449
"0344100000048240",132841.956,455715.990
"0344100000048768",132480.311,456311.942
"0344100000048770",131967.573,456114.113
"0344100000051408",131967.564,456000.149
"0344100000050942",132379.673,456494.077
"0344100000049567",131929.283,455797.642
"0344100000051420",132459.824,455558.986
"0344100000049153",131361.278,456301.927
"0344100000050493",132211.874,456281.335
"0344100000049578",131210.234,456577.890
"0344100000049582",131328.581,456286.133
"0344100000048790",132057.471,455989.597
"0344100000052384",132785.325,455817.521
"0344100000050975",132657.192,455631.789
"0344100000051452",131227.193,456470.625
"0344100000051453",131230.672,456466.165
"0344100000051454",131967.355,455762.837
"0344100000049602",131400.071,456270.444
"0344100000052403",131391.690,456182.364
"0344100000048300",131472.162,456357.732
"0344100000051467",132910.558,455809.184
"0344100000049187",131649.223,455949.483
"0344100000052412",131255.064,456317.570
"0344100000049622",132000.078,455899.865
"0344100000049624",132431.814,456065.169
"0344100000049625",132432.469,456071.662
"0344100000049193",132230.453,456014.634
"0344100000049194",132230.092,456021.250
"0344100000051920",132474.880,455832.947
"0344100000051486",132728.148,455600.378
"0344100000049627",132837.568,455706.433
"0344100000049629",132554.176,455642.666
"0344100000048828",131724.971,456216.805
"0344100000052421",131641.715,455846.355
"0344100000052423",132256.957,456381.198
"0344100000052424",132251.720,456381.252
"0344100000051028",131216.087,456639.735
"0344100000052435",132232.654,455967.563
"0344100000049219",132425.477,455424.475
"0344100000049220",132432.005,455423.812
"0344100000050076",131384.451,456392.806
"0344100000048341",132509.493,455738.384
"0344100000051952",131272.527,456221.246
"0344100000050570",132435.034,455715.917
"0344100000049248",132932.522,455391.832
"0344100000050579",131306.087,456316.457
"0344100000051973",131803.131,455820.745
"0344100000051535",131199.756,456246.156
"0344100000051536",131192.563,456244.702
"0344100000053351",131967.564,456005.550
"0344100000050099",131885.515,455876.614
"0344100000049249",132930.909,455386.248
"0344100000051542",132056.818,455799.841
"0344100000051989",131328.756,456168.969
"0344100000049689",132435.042,455656.707
"0344100000049693",131340.317,456132.983
"0344100000050600",132586.151,455851.673
"0344100000050601",132594.206,455855.851
"0344100000051076",131967.579,456062.514
"0344100000052002",132875.197,455739.428
"0344100000052495",131302.306,456626.440
"0344100000050618",131670.655,456004.473
"0344100000052008",132584.397,455560.456
"0344100000052904",132554.647,455375.756
"0344100000049710",131821.048,455679.055
"0344100000049292",131926.259,456092.500
"0344100000049293",131926.260,456086.907
"0344100000051583",131427.001,455875.480
"0344100000052034",131319.744,455813.756
"0344100000050643",132598.666,455889.558
"0344100000051112",132039.354,456013.799
"0344100000051596",131967.566,455994.750
"0344100000053417",132782.162,455631.531
"0344100000051176",131384.425,456587.733
"0344100000051600",131832.665,455721.045
"0344100000052529",131210.536,456492.221
"0344100000052952",132619.183,455631.789
"0344100000052941",131258.264,456156.553
"0344100000049753",132111.239,456013.367
"0344100000049335",131928.645,456065.250
"0344100000052064",132010.600,456015.871
"0344100000049338",132810.000,455795.347
"0344100000051153",132759.664,455225.622
"0344100000052545",132460.923,455681.164
"0344100000052548",132487.894,455669.158
"0344100000051154",132766.264,455224.434
"0344100000051630",132865.608,455671.221
"0344100000051631",132860.663,455671.238
"0344100000050683",132809.996,455632.551
"0344100000052968",132894.008,455388.869
"0344100000052969",132893.844,455394.864
"0344100000050700",131166.373,456438.516
"0344100000052085",131671.317,455787.204
"0344100000049784",131967.565,455945.969
"0344100000049785",131967.579,455940.394
"0344100000050704",131299.448,456788.406
"0344100000052563",131640.609,456086.461
"0344100000052564",131371.737,456611.398
"0344100000051179",132093.010,455979.397
"0344100000049793",132946.412,455760.347
"0344100000053865",132826.621,455560.482
"0344100000052994",131396.160,456473.807
"0344100000052995",131388.709,456468.414
"0344100000053479",131813.315,455845.574
"0344100000051194",132752.270,455528.498
"0344100000051195",132746.270,455528.845
"0344100000051196",132585.939,455750.453
"0344100000050229",132543.555,455559.782
"0344100000051202",131967.566,455989.346
"0344100000049818",131412.738,456274.989
"0344100000049819",131407.666,456272.120
"0344100000052588",131329.243,456130.675
"0344100000052124",132765.176,455256.342
"0344100000052125",132771.773,455255.159
"0344100000050755",132386.999,456486.167
"0344100000053890",132272.720,455983.004
"0344100000049830",132487.610,455300.039
"0344100000049833",132189.230,456309.838
"0344100000049834",132190.504,456316.685
"0344100000049840",131835.528,455527.452
"0344100000052138",132785.609,455693.972
"0344100000051700",131775.907,456303.567
"0344100000050748",132868.461,455845.180
"0344100000050749",132876.445,455845.211
"0344100000049841",131833.330,455522.142
"0344100000051706",132875.196,455774.486
"0344100000051232",132424.892,455364.032
"0344100000053483",132210.214,456251.267
"0344100000053484",132215.741,456251.115
"0344100000050757",131234.825,456348.921
"0344100000052157",131406.969,456479.866
"0344100000052161",132398.636,455379.023
"0344100000053524",132310.016,455633.486
"0344100000053059",131204.139,456507.232
"0344100000053920",132634.523,455766.796
"0344100000053540",132195.683,456281.773
"0344100000053927",131820.710,455950.060
"0344100000050779",131381.117,456157.885
"0344100000053930",132000.063,455988.522
"0344100000053073",132623.723,455802.957
"0344100000053076",131251.188,456115.620
"0344100000052180",132412.428,456036.680
"0344100000052182",132060.851,455868.558
"0344100000053078",131967.604,456154.898
"0344100000053079",131409.633,456407.773
"0344100000052651",132149.282,456129.408
"0344100000052652",132157.597,456129.746
"0344100000054379",132430.769,456083.773
"0344100000054380",132588.696,456135.602
"0344100000053084",132677.056,455926.953
"0344100000050293",131717.166,455950.165
"0344100000050796",132809.988,455734.260
"0344100000052669",131786.296,455655.349
"0344100000054386",132476.437,456258.961
"0344100000053556",131301.740,455877.615
"0344100000053946",132541.416,455864.565
"0344100000050801",132803.959,455767.535
"0344100000053092",132754.093,455793.820
"0344100000052198",132445.978,456291.722
"0344100000054392",131691.678,455846.016
"0344100000051747",132296.073,455384.752
"0344100000053567",131790.081,455875.834
"0344100000050808",131337.839,456670.903
"0344100000054410",132460.910,455700.364
"0344100000051763",131295.740,455877.612
"0344100000050322",131721.042,455916.095
"0344100000051307",132002.801,455812.508
"0344100000052234",132837.426,455560.484
"0344100000051773",132317.311,456021.958
"0344100000051774",132317.959,456028.444
"0344100000053130",132507.286,456069.626
"0344100000053134",131442.830,456427.180
"0344100000054433",132307.532,456405.397
"0344100000052241",131846.251,455877.811
"0344100000054441",131929.515,455663.149
"0344100000054442",131940.905,455662.908
"0344100000054010",132074.011,455871.144
"0344100000053627",131467.828,456354.347
"0344100000055880",132470.738,455598.096
"0344100000053628",131462.120,456351.928
"0344100000052257",132227.574,455965.620
"0344100000051341",131623.451,455949.524
"0344100000051342",131613.187,455949.563
"0344100000052737",131726.365,455914.221
"0344100000051823",131702.422,456149.090
"0344100000054457",132698.231,455236.649
"0344100000054458",131306.001,456080.247
"0344100000051812",131865.648,455787.127
"0344100000054871",131829.252,455877.806
"0344100000051819",132440.349,456356.022
"0344100000052744",131750.206,455846.983
"0344100000051825",131812.742,455950.070
"0344100000052277",131312.335,456395.389
"0344100000053650",132783.348,455599.261
"0344100000053651",132777.993,455600.526
"0344100000053654",133037.435,455440.013
"0344100000053655",132685.004,455674.663
"0344100000054045",131166.223,456129.508
"0344100000053203",131564.340,455918.649
"0344100000053204",131557.549,455919.802
"0344100000052769",132796.216,455528.592
"0344100000055388",131930.421,455843.954
"0344100000054508",132540.914,455832.235
"0344100000052317",132877.816,455880.058
"0344100000054075",132473.005,456319.800
"0344100000055914",132528.338,455559.309
"0344100000055389",131348.624,455923.150
"0344100000056362",131487.665,456413.903
"0344100000055920",131438.458,456370.622
"0344100000052338",131997.514,456119.620
"0344100000054516",132905.057,455680.652
"0344100000054528",132317.715,456405.255
"0344100000053702",131191.413,456324.268
"0344100000053703",131184.468,456320.463
"0344100000053704",131443.908,456354.740
"0344100000052343",131281.443,455928.455
"0344100000052808",132175.743,455927.236
"0344100000052347",132492.638,455558.104
"0344100000054101",132584.831,455599.638
"0344100000055418",132896.384,455406.050
